,mean,std,std_over_mean,rfi_ratio,rfi_mean,rfi_std,rfi_min,rfi_max,rfi_std_over_rfi_mean,rfi_min_data_percentile,rfi_min_stds_from_mean,rfi_min_means_from_mean,rfi_min_div_mean,rfi_max_over_rfi_min,rfi_perc10,rfi_perc10_data_percentile,rfi_perc10_stds_from_mean,rfi_perc10_over_rfi_min,nonrfi_mean,nonrfi_std,nonrfi_min,nonrfi_max,nonrfi_std_over_nonrfi_mean,nonrfi_max_data_percentile,nonrfi_max_stds_from_mean,nonrfi_max_means_from_mean,nonrfi_max_div_mean,nonrfi_max_over_nonrfi_min,rfi_mean_over_nonrfi_mean,nonrfi_perc90,nonrfi_perc90_data_percentile,nonrfi_perc90_stds_from_mean,nonrfi_max_over_nonrfi_perc90,nonrfi_max_over_rfi_min,overlap_ratio,rfi_overlap_ratio,nonrfi_overlap_ratio,nonrfi_perc90_minus_rfi_perc10,nonrfi_perc90_over_rfi_perc10
35,470337.5,2511187.5,5.339118,0.00919342041015625,15871983.0,21043148.0,23588.559,77681300.0,1.3258046,2.288818359375e-05,-0.17790346,-0.9498476,0.05015241,3293.177,538237.08125,0.8170356750488281,0.027038833719107015,22.817718136987427,327429.88,185447.73,9183.225,858466.56,0.5663739,0.9925460815429688,0.15455997,0.82521397,1.8252139,93.48204,48.47445,626324.575,0.8928489685058594,0.06211685706463574,22.817718136987427,36.393345,0.9925193786621094,0.1896265560165975,0.9999768994432766,0.07581329345703125,1.1636592810466082
36,290932.44,1078967.8,3.708654,0.0069732666015625,9425421.0,8955874.0,100257.016,48043910.0,0.9501829,0.1964569091796875,-0.17672022,-0.65539414,0.34460583,479.2075,2234521.075,0.9937248229980469,1.8013408069889023,22.287927294364845,226787.89,138085.03,274.2057,666335.44,0.608873,0.9931716918945312,0.34792793,1.2903442,2.2903442,2430.057,41.560513,412048.09375,0.8938179016113281,0.11225141460437534,22.287927294364845,6.646272,0.7967109680175781,0.021334792122538294,0.8021635243319658,-0.09990692138671875,0.1844010774210308
37,17.187576,14.009154,0.81507444,0.0082244873046875,32.021786,24.179585,0.039008606,140.6763,0.7550979,0.001953125,-1.2240973,-0.9977304,0.0022695817,3606.2888,0.37223999202251434,0.011219024658203125,-1.2003105910683587,9.54250941120643,17.06456,13.82735,0.021422783,47.549732,0.8102963,0.9978675842285156,2.1673083,1.7665176,2.7665176,2219.5872,1.8765081,39.81653289794922,0.8976249694824219,1.6152978322239253,9.54250941120643,1218.955,0.99591064453125,0.7411873840445269,0.9980306783390003,0.8864059448242188,106.96468340656149
38,27.513918,23.395967,0.8503321,0.00579071044921875,40.43169,22.953238,0.111083046,128.98749,0.56770414,0.00217437744140625,-1.1712631,-0.9959626,0.00403734,1161.1807,14.040382766723633,0.4262275695800781,-0.5758913439138773,126.39537105463069,27.438677,23.377625,0.09715195,78.04201,0.85199535,0.9997596740722656,2.1596923,1.8364557,2.8364556,803.2984,1.4735291,65.45433044433594,0.8996162414550781,1.621664611565498,126.39537105463069,702.55554,0.9975814819335938,0.9591567852437418,0.9978129580318157,0.473388671875,4.661862253461193
39,358759.53,656351.4,1.8295022,0.00958251953125,5355429.5,4122531.8,56754.336,21598296.0,0.76978546,0.0264129638671875,-0.4601273,-0.84180397,0.15819603,380.55765,1330239.4000000001,0.9913787841796875,1.4801216326392248,23.438551046829435,310415.62,163205.73,700.9596,829478.06,0.5257652,0.9907760620117188,0.7171746,1.3120725,2.3120725,1183.3464,17.252449,536518.275,0.8915176391601562,0.2708286300916183,23.438551046829435,14.615237,0.9643592834472656,0.037818471337579616,0.9733314845627657,-0.09986114501953125,0.4033246008199727
40,17.855017,14.634009,0.81960213,0.017120361328125,21.341513,22.824831,0.011941315,137.4116,1.0695039,0.0,-1.2192882,-0.9993312,0.0006687933,11507.243,2.6679134368896484,0.10359954833984375,-1.0377951043055365,223.41873650598598,17.794289,14.4428005,0.023573264,49.691525,0.81165373,0.998046875,2.1755152,1.7830567,2.7830567,2107.9612,1.1993462,41.46479797363281,0.8989791870117188,1.6133501545891131,223.41873650598598,4161.311,0.9980430603027344,0.8861408199643493,1.0,0.795379638671875,15.542032736254741
41,1.108485,2.753359,2.4838939,0.014461517333984375,15.845446,15.562662,0.0037335546,102.127914,0.98215365,0.002170562744140625,-0.4012377,-0.99663186,0.0033681598,27354.07,1.1516984701156616,0.6286659240722656,0.01569482418598207,308.47237731046033,0.8922392,0.9511738,0.00075846235,3.6917362,1.0660524,0.9890556335449219,0.93821806,2.330434,3.330434,4867.3955,17.75919,2.377003288269043,0.8899154663085938,0.4607166258602364,308.47237731046033,988.7993,0.9868812561035156,0.24347137958322343,0.9977975870224073,0.2612495422363281,2.0639111277366964
42,1.7160085,2.469314,1.438987,0.011631011962890625,13.916169,13.587946,0.019014543,98.18145,0.97641426,0.0,-0.6872329,-0.98891926,0.01108068,5163.4927,1.9615892887115478,0.6609344482421875,0.09945302013487617,103.16257912268921,1.5724388,1.4914238,0.020518553,5.6533804,0.9484781,0.9923362731933594,1.5945204,2.2944942,3.2944944,275.5253,8.850055,4.046128463745117,0.8923072814941406,0.9436304281120867,103.16257912268921,297.31876,0.9923324584960938,0.341423417513939,1.0,0.23137283325195312,2.0626787100794073
43,113059.28,574813.56,5.0841784,0.01090240478515625,4013277.8,3845173.0,20374.525,16489366.0,0.95811284,0.07782745361328125,-0.16124317,-0.81978905,0.180211,809.31287,317837.18125,0.9901885986328125,0.3562509887716855,15.599734234606885,70068.84,39490.39,129.77473,262173.3,0.56359416,0.9900321960449219,0.25941285,1.3189013,2.3189013,2020.2185,57.27621,121598.58984375,0.8905868530273438,0.014855788295270086,15.599734234606885,12.867702,0.912200927734375,0.086074177746676,0.921314687256543,-0.09960174560546875,0.3825813876322564
44,147147.53,523427.06,3.5571582,0.012981414794921875,3513806.0,3048183.2,20095.326,18634694.0,0.8674876,0.044376373291015625,-0.24273144,-0.86343414,0.13656583,927.3148,476192.71875,0.9883193969726562,0.6286361769840664,23.696690199359363,102868.75,65916.11,104.32564,340798.9,0.6407788,0.9877471923828125,0.3699682,1.3160355,2.3160355,3266.684,34.15815,194756.453125,0.8886146545410156,0.09095617190217405,23.696690199359363,16.959112,0.9433670043945312,0.05642080517190714,0.9550399820670091,-0.09970474243164062,0.4089866254911106
45,1.5662413,2.8162293,1.7980814,0.015499114990234375,12.25464,15.312296,0.009073476,85.383286,1.24951,0.00200653076171875,-0.5529265,-0.99420685,0.005793154,9410.206,0.8259097337722779,0.5257644653320312,-0.2628804121731895,91.02462009258133,1.3979726,1.5930905,0.0007643946,5.542228,1.1395721,0.9918022155761719,1.4118122,2.5385532,3.5385532,7250.481,8.766008,4.140747547149658,0.8920211791992188,0.9141678353813142,91.02462009258133,610.8164,0.9897918701171875,0.47132660595619,0.9979618801849032,0.3662567138671875,5.013559445821178
46,0.39126328,2.108051,5.387807,0.010204315185546875,15.30345,14.395691,0.009944058,78.83744,0.94068277,0.011585235595703125,-0.18088709,-0.97458476,0.02541526,7928.095,2.262368774414063,0.9908180236816406,0.8875997038840593,227.50961117603052,0.23752585,0.19233914,0.00022443307,1.2026964,0.80976087,0.9903182983398438,0.38492104,2.0738802,3.0738802,5358.8203,64.428566,0.4637608051300049,0.89105224609375,0.03439078403317331,227.50961117603052,120.94624,0.978729248046875,0.05158878504672897,0.988295326223942,-0.09976577758789062,0.20498904085613343
47,1.1509875,2.313661,2.010153,0.0126800537109375,12.409399,12.967846,0.008880786,83.327156,1.045002,0.02330780029296875,-0.49363616,-0.99228424,0.0077157966,9382.858,1.0472538709640502,0.7113151550292969,-0.04483527644427704,117.92356107923605,1.0063967,1.2701498,0.00012974325,4.785089,1.2620767,0.9914512634277344,1.5707147,3.157377,4.1573772,36881.22,12.330525,3.4323577880859375,0.8921585083007812,0.9860434113153915,117.92356107923605,538.8137,0.9681396484375,0.32611311672683513,0.976392859902635,0.18084335327148438,3.2774839828725373
